2021 super output area - lower layer,Geog_Code,Total: All usual residents aged 16 years and over,%,Economically active (excluding full-time students),%,Economically active (excluding full-time students):In employment,%,Economically active (excluding full-time students):In employment:Employee,%,Economically active (excluding full-time students): In employment: Employee: Part-time,%,Economically active (excluding full-time students): In employment: Employee: Full-time,%,Economically active (excluding full-time students):In employment:Self-employed with employees,%,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,%,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,%,Economically active (excluding full-time students):In employment:Self-employed without employees,%,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,%,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,%,Economically active (excluding full-time students): Unemployed,% Economically active (excluding full-time students): Unemployed  ,Economically active and a full-time student,%,Economically active and a full-time student:In employment,%,Economically active and a full-time student:In employment:Employee,%,Economically active and a full-time student: In employment: Employee: Part-time,%,Economically active and a full-time student: In employment: Employee: Full-time,%,Economically active and a full-time student:In employment:Self-employed with employees,%,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,%,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,%,Economically active and a full-time student:In employment:Self-employed without employees,%,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,%,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,%,Economically active and a full-time student: Unemployed,%,Economically inactive,%,Economically inactive: Retired,%,Economically inactive: Student,%,Economically inactive: Looking after home or family,%,Economically inactive: Long-term sick or disabled,%,Economically inactive: Other,%
Birmingham 075A,E01009065,1319,100,850,64.4,822,62.3,673,51,150,11.4,523,39.7,37,2.8,6,0.5,31,2.4,112,8.5,52,3.9,60,4.5,28,2.1,25,1.9,16,1.2,16,1.2,10,0.8,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0.7,444,33.7,248,18.8,71,5.4,56,4.2,32,2.4,37,2.8
Birmingham 075B,E01009067,1234,100,804,65.2,776,62.9,640,51.9,96,7.8,544,44.1,31,2.5,5,0.4,26,2.1,105,8.5,51,4.1,54,4.4,28,2.3,22,1.8,14,1.1,12,1,10,0.8,2,0.2,0,0,0,0,0,0,2,0.2,1,0.1,1,0.1,8,0.6,408,33.1,259,21,59,4.8,42,3.4,24,1.9,24,1.9
Birmingham 075C,E01009068,1326,100,864,65.2,834,62.9,732,55.2,127,9.6,605,45.6,16,1.2,4,0.3,12,0.9,86,6.5,41,3.1,45,3.4,30,2.3,59,4.4,50,3.8,40,3,26,2,14,1.1,3,0.2,2,0.2,1,0.1,7,0.5,7,0.5,0,0,9,0.7,403,30.4,181,13.7,133,10,33,2.5,18,1.4,38,2.9
Birmingham 075D,E01009069,1415,100,919,64.9,881,62.3,763,53.9,115,8.1,648,45.8,21,1.5,5,0.4,16,1.1,97,6.9,42,3,55,3.9,38,2.7,57,4,52,3.7,49,3.5,28,2,21,1.5,0,0,0,0,0,0,3,0.2,3,0.2,0,0,5,0.4,439,31,215,15.2,108,7.6,37,2.6,42,3,37,2.6
Birmingham 075E,E01009072,1508,100,990,65.6,944,62.6,823,54.6,146,9.7,677,44.9,23,1.5,7,0.5,16,1.1,98,6.5,45,3,53,3.5,46,3.1,39,2.6,33,2.2,32,2.1,24,1.6,8,0.5,0,0,0,0,0,0,1,0.1,0,0,1,0.1,6,0.4,479,31.8,208,13.8,120,8,52,3.4,56,3.7,43,2.9
Birmingham 076A,E01008885,1059,100,655,61.9,623,58.8,530,50,144,13.6,386,36.4,13,1.2,1,0.1,12,1.1,80,7.6,39,3.7,41,3.9,32,3,28,2.6,23,2.2,19,1.8,12,1.1,7,0.7,0,0,0,0,0,0,4,0.4,3,0.3,1,0.1,5,0.5,376,35.5,202,19.1,50,4.7,65,6.1,25,2.4,34,3.2
Birmingham 076B,E01008886,1221,100,723,59.2,651,53.3,563,46.1,157,12.9,406,33.3,11,0.9,3,0.2,8,0.7,77,6.3,36,2.9,41,3.4,72,5.9,26,2.1,16,1.3,13,1.1,10,0.8,3,0.2,1,0.1,0,0,1,0.1,2,0.2,1,0.1,1,0.1,10,0.8,472,38.7,210,17.2,56,4.6,76,6.2,81,6.6,49,4
Birmingham 076C,E01008888,1299,100,858,66.1,812,62.5,701,54,185,14.2,516,39.7,15,1.2,3,0.2,12,0.9,96,7.4,43,3.3,53,4.1,46,3.5,32,2.5,19,1.5,19,1.5,18,1.4,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,409,31.5,225,17.3,55,4.2,57,4.4,43,3.3,29,2.2
Birmingham 076D,E01009313,1310,100,740,56.5,691,52.7,590,45,162,12.4,428,32.7,15,1.1,3,0.2,12,0.9,86,6.6,37,2.8,49,3.7,49,3.7,33,2.5,26,2,25,1.9,18,1.4,7,0.5,0,0,0,0,0,0,1,0.1,0,0,1,0.1,7,0.5,537,41,260,19.8,84,6.4,77,5.9,59,4.5,57,4.4
Birmingham 077A,E01009368,1131,100,422,37.3,347,30.7,280,24.8,130,11.5,150,13.3,23,2,11,1,12,1.1,44,3.9,26,2.3,18,1.6,75,6.6,35,3.1,26,2.3,20,1.8,14,1.2,6,0.5,0,0,0,0,0,0,6,0.5,6,0.5,0,0,9,0.8,674,59.6,120,10.6,148,13.1,214,18.9,93,8.2,99,8.8
Birmingham 077D,E01009371,1376,100,592,43,495,36,393,28.6,191,13.9,202,14.7,13,0.9,7,0.5,6,0.4,89,6.5,51,3.7,38,2.8,97,7,42,3.1,24,1.7,21,1.5,14,1,7,0.5,2,0.1,1,0.1,1,0.1,1,0.1,0,0,1,0.1,18,1.3,742,53.9,104,7.6,183,13.3,237,17.2,94,6.8,124,9
Birmingham 077E,E01009397,1307,100,552,42.2,454,34.7,369,28.2,147,11.2,222,17,19,1.5,8,0.6,11,0.8,66,5,39,3,27,2.1,98,7.5,66,5,28,2.1,27,2.1,22,1.7,5,0.4,1,0.1,1,0.1,0,0,0,0,0,0,0,0,38,2.9,689,52.7,109,8.3,165,12.6,191,14.6,95,7.3,129,9.9
Birmingham 077F,E01033650,2020,100,862,42.7,730,36.1,593,29.4,246,12.2,347,17.2,19,0.9,6,0.3,13,0.6,118,5.8,67,3.3,51,2.5,132,6.5,62,3.1,51,2.5,48,2.4,39,1.9,9,0.4,1,0,1,0,0,0,2,0.1,1,0,1,0,11,0.5,1096,54.3,194,9.6,229,11.3,365,18.1,148,7.3,160,7.9
Birmingham 078A,E01008883,1446,100,773,53.5,672,46.5,542,37.5,207,14.3,335,23.2,26,1.8,12,0.8,14,1,104,7.2,59,4.1,45,3.1,101,7,40,2.8,32,2.2,29,2,21,1.5,8,0.6,0,0,0,0,0,0,3,0.2,3,0.2,0,0,8,0.6,633,43.8,160,11.1,115,8,171,11.8,91,6.3,96,6.6
Birmingham 078B,E01008884,1504,100,731,48.6,629,41.8,505,33.6,200,13.3,305,20.3,20,1.3,13,0.9,7,0.5,104,6.9,55,3.7,49,3.3,102,6.8,50,3.3,31,2.1,27,1.8,23,1.5,4,0.3,0,0,0,0,0,0,4,0.3,4,0.3,0,0,19,1.3,723,48.1,155,10.3,142,9.4,226,15,72,4.8,128,8.5
Birmingham 078C,E01008887,1231,100,708,57.5,635,51.6,539,43.8,183,14.9,356,28.9,19,1.5,9,0.7,10,0.8,77,6.3,42,3.4,35,2.8,73,5.9,32,2.6,14,1.1,14,1.1,13,1.1,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,18,1.5,491,39.9,138,11.2,79,6.4,126,10.2,87,7.1,61,5
Birmingham 078D,E01008889,1437,100,705,49.1,630,43.8,508,35.4,129,9,379,26.4,20,1.4,6,0.4,14,1,102,7.1,50,3.5,52,3.6,75,5.2,39,2.7,33,2.3,22,1.5,17,1.2,5,0.3,0,0,0,0,0,0,11,0.8,11,0.8,0,0,6,0.4,693,48.2,266,18.5,108,7.5,115,8,100,7,104,7.2
Birmingham 079A,E01008982,1344,100,750,55.8,688,51.2,585,43.5,107,8,478,35.6,18,1.3,8,0.6,10,0.7,85,6.3,46,3.4,39,2.9,62,4.6,75,5.6,59,4.4,52,3.9,38,2.8,14,1,0,0,0,0,0,0,7,0.5,6,0.4,1,0.1,16,1.2,519,38.6,151,11.2,218,16.2,80,6,23,1.7,47,3.5
Birmingham 079C,E01008992,1502,100,558,37.2,541,36,424,28.2,88,5.9,336,22.4,41,2.7,7,0.5,34,2.3,76,5.1,36,2.4,40,2.7,17,1.1,130,8.7,73,4.9,60,4,50,3.3,10,0.7,1,0.1,0,0,1,0.1,12,0.8,10,0.7,2,0.1,57,3.8,814,54.2,210,14,534,35.6,40,2.7,12,0.8,18,1.2
Birmingham 079E,E01009283,1491,100,690,46.3,655,43.9,537,36,121,8.1,416,27.9,28,1.9,7,0.5,21,1.4,90,6,47,3.2,43,2.9,35,2.3,92,6.2,57,3.8,51,3.4,41,2.7,10,0.7,0,0,0,0,0,0,6,0.4,5,0.3,1,0.1,35,2.3,709,47.6,188,12.6,321,21.5,57,3.8,68,4.6,75,5
Birmingham 079G,E01034936,2547,100,419,16.5,406,15.9,317,12.4,57,2.2,260,10.2,36,1.4,8,0.3,28,1.1,53,2.1,24,0.9,29,1.1,13,0.5,306,12,175,6.9,156,6.1,143,5.6,13,0.5,0,0,0,0,0,0,19,0.7,19,0.7,0,0,131,5.1,1822,71.5,277,10.9,1478,58,34,1.3,17,0.7,16,0.6
Birmingham 079H,E01034937,2300,100,527,22.9,504,21.9,402,17.5,68,3,334,14.5,37,1.6,9,0.4,28,1.2,65,2.8,30,1.3,35,1.5,23,1,254,11,131,5.7,123,5.3,101,4.4,22,1,0,0,0,0,0,0,8,0.3,8,0.3,0,0,123,5.3,1519,66,139,6,1297,56.4,45,2,11,0.5,27,1.2
Birmingham 080A,E01009249,1283,100,770,60,716,55.8,608,47.4,158,12.3,450,35.1,12,0.9,4,0.3,8,0.6,96,7.5,42,3.3,54,4.2,54,4.2,23,1.8,16,1.2,12,0.9,10,0.8,2,0.2,0,0,0,0,0,0,4,0.3,0,0,4,0.3,7,0.5,490,38.2,229,17.8,81,6.3,71,5.5,41,3.2,68,5.3
Birmingham 080B,E01009250,1411,100,819,58,767,54.4,667,47.3,170,12,497,35.2,15,1.1,3,0.2,12,0.9,85,6,47,3.3,38,2.7,52,3.7,23,1.6,13,0.9,13,0.9,11,0.8,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0.7,569,40.3,326,23.1,77,5.5,73,5.2,53,3.8,40,2.8
Birmingham 080C,E01009251,1221,100,776,63.6,733,60,634,51.9,133,10.9,501,41,13,1.1,3,0.2,10,0.8,86,7,43,3.5,43,3.5,43,3.5,22,1.8,16,1.3,12,1,9,0.7,3,0.2,0,0,0,0,0,0,4,0.3,4,0.3,0,0,6,0.5,423,34.6,281,23,47,3.8,50,4.1,14,1.1,31,2.5
Birmingham 080D,E01009253,1328,100,807,60.8,751,56.6,643,48.4,168,12.7,475,35.8,16,1.2,2,0.2,14,1.1,92,6.9,42,3.2,50,3.8,56,4.2,30,2.3,17,1.3,15,1.1,12,0.9,3,0.2,1,0.1,1,0.1,0,0,1,0.1,0,0,1,0.1,13,1,491,37,306,23,73,5.5,48,3.6,38,2.9,26,2
Birmingham 080E,E01009255,1202,100,694,57.7,638,53.1,552,45.9,155,12.9,397,33,14,1.2,7,0.6,7,0.6,72,6,25,2.1,47,3.9,56,4.7,48,4,31,2.6,28,2.3,18,1.5,10,0.8,0,0,0,0,0,0,3,0.2,1,0.1,2,0.2,17,1.4,460,38.3,207,17.2,81,6.7,83,6.9,49,4.1,40,3.3
Birmingham 080F,E01009257,1231,100,697,56.6,645,52.4,535,43.5,152,12.3,383,31.1,16,1.3,6,0.5,10,0.8,94,7.6,30,2.4,64,5.2,52,4.2,18,1.5,14,1.1,12,1,11,0.9,1,0.1,0,0,0,0,0,0,2,0.2,1,0.1,1,0.1,4,0.3,516,41.9,178,14.5,105,8.5,98,8,68,5.5,67,5.4
Birmingham 081A,E01009315,1432,100,765,53.4,706,49.3,621,43.4,164,11.5,457,31.9,9,0.6,1,0.1,8,0.6,76,5.3,24,1.7,52,3.6,59,4.1,21,1.5,17,1.2,16,1.1,8,0.6,8,0.6,0,0,0,0,0,0,1,0.1,1,0.1,0,0,4,0.3,646,45.1,351,24.5,68,4.7,78,5.4,96,6.7,53,3.7
Birmingham 081B,E01009316,1533,100,948,61.8,883,57.6,800,52.2,218,14.2,582,38,14,0.9,6,0.4,8,0.5,69,4.5,24,1.6,45,2.9,65,4.2,34,2.2,21,1.4,19,1.2,14,0.9,5,0.3,0,0,0,0,0,0,2,0.1,2,0.1,0,0,13,0.8,551,35.9,280,18.3,89,5.8,86,5.6,40,2.6,56,3.7
Birmingham 081C,E01009317,1570,100,975,62.1,894,56.9,789,50.3,203,12.9,586,37.3,9,0.6,5,0.3,4,0.3,96,6.1,37,2.4,59,3.8,81,5.2,27,1.7,20,1.3,15,1,10,0.6,5,0.3,0,0,0,0,0,0,5,0.3,2,0.1,3,0.2,7,0.4,568,36.2,283,18,64,4.1,91,5.8,82,5.2,48,3.1
Birmingham 081D,E01009318,1264,100,791,62.6,750,59.3,642,50.8,166,13.1,476,37.7,10,0.8,1,0.1,9,0.7,98,7.8,39,3.1,59,4.7,41,3.2,27,2.1,14,1.1,13,1,10,0.8,3,0.2,0,0,0,0,0,0,1,0.1,0,0,1,0.1,13,1,446,35.3,281,22.2,39,3.1,53,4.2,31,2.5,42,3.3
Birmingham 081E,E01009319,1302,100,815,62.6,772,59.3,668,51.3,167,12.8,501,38.5,13,1,3,0.2,10,0.8,91,7,43,3.3,48,3.7,43,3.3,27,2.1,17,1.3,15,1.2,14,1.1,1,0.1,1,0.1,1,0.1,0,0,1,0.1,0,0,1,0.1,10,0.8,460,35.3,286,22,61,4.7,44,3.4,34,2.6,35,2.7
Birmingham 081F,E01009320,1341,100,812,60.6,767,57.2,665,49.6,173,12.9,492,36.7,14,1,2,0.1,12,0.9,88,6.6,30,2.2,58,4.3,45,3.4,34,2.5,19,1.4,19,1.4,13,1,6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,15,1.1,495,36.9,278,20.7,59,4.4,52,3.9,39,2.9,67,5
Birmingham 082A,E01009372,1239,100,527,42.5,469,37.9,384,31,170,13.7,214,17.3,10,0.8,4,0.3,6,0.5,75,6.1,45,3.6,30,2.4,58,4.7,39,3.1,27,2.2,26,2.1,14,1.1,12,1,0,0,0,0,0,0,1,0.1,1,0.1,0,0,12,1,673,54.3,92,7.4,155,12.5,239,19.3,87,7,100,8.1
Birmingham 082B,E01009373,1293,100,545,42.2,478,37,406,31.4,152,11.8,254,19.6,9,0.7,7,0.5,2,0.2,63,4.9,28,2.2,35,2.7,67,5.2,63,4.9,43,3.3,40,3.1,30,2.3,10,0.8,0,0,0,0,0,0,3,0.2,3,0.2,0,0,20,1.5,685,53,93,7.2,139,10.8,238,18.4,108,8.4,107,8.3
Birmingham 082D,E01009396,1626,100,675,41.5,592,36.4,465,28.6,169,10.4,296,18.2,36,2.2,17,1,19,1.2,91,5.6,51,3.1,40,2.5,83,5.1,48,3,29,1.8,27,1.7,21,1.3,6,0.4,0,0,0,0,0,0,2,0.1,2,0.1,0,0,19,1.2,903,55.5,153,9.4,192,11.8,291,17.9,96,5.9,171,10.5
Birmingham 082F,E01033643,2371,100,1008,42.5,872,36.8,702,29.6,330,13.9,372,15.7,35,1.5,17,0.7,18,0.8,135,5.7,78,3.3,57,2.4,136,5.7,88,3.7,56,2.4,54,2.3,39,1.6,15,0.6,0,0,0,0,0,0,2,0.1,2,0.1,0,0,32,1.3,1275,53.8,196,8.3,333,14,415,17.5,137,5.8,194,8.2
Birmingham 083A,E01009367,1338,100,519,38.8,434,32.4,345,25.8,133,9.9,212,15.8,17,1.3,10,0.7,7,0.5,72,5.4,45,3.4,27,2,85,6.4,32,2.4,23,1.7,23,1.7,15,1.1,8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,9,0.7,787,58.8,138,10.3,183,13.7,195,14.6,120,9,151,11.3
Birmingham 083B,E01009375,1429,100,650,45.5,576,40.3,480,33.6,193,13.5,287,20.1,14,1,7,0.5,7,0.5,82,5.7,56,3.9,26,1.8,74,5.2,46,3.2,33,2.3,30,2.1,18,1.3,12,0.8,0,0,0,0,0,0,3,0.2,2,0.1,1,0.1,13,0.9,733,51.3,106,7.4,174,12.2,229,16,103,7.2,121,8.5
Birmingham 083C,E01009377,1027,100,391,38.1,316,30.8,263,25.6,115,11.2,148,14.4,8,0.8,2,0.2,6,0.6,45,4.4,27,2.6,18,1.8,75,7.3,26,2.5,21,2,21,2,17,1.7,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,610,59.4,118,11.5,156,15.2,167,16.3,88,8.6,81,7.9
Birmingham 083D,E01009383,1108,100,530,47.8,468,42.2,395,35.6,129,11.6,266,24,14,1.3,4,0.4,10,0.9,59,5.3,33,3,26,2.3,62,5.6,23,2.1,23,2.1,22,2,18,1.6,4,0.4,0,0,0,0,0,0,1,0.1,1,0.1,0,0,0,0,555,50.1,118,10.6,96,8.7,160,14.4,102,9.2,79,7.1
Birmingham 083E,E01009399,1114,100,487,43.7,414,37.2,340,30.5,138,12.4,202,18.1,13,1.2,7,0.6,6,0.5,61,5.5,44,3.9,17,1.5,73,6.6,23,2.1,14,1.3,12,1.1,10,0.9,2,0.2,1,0.1,1,0.1,0,0,1,0.1,1,0.1,0,0,9,0.8,604,54.2,64,5.7,179,16.1,200,18,59,5.3,102,9.2
Birmingham 084A,E01009366,1255,100,551,43.9,465,37.1,394,31.4,148,11.8,246,19.6,13,1,6,0.5,7,0.6,58,4.6,26,2.1,32,2.5,86,6.9,46,3.7,33,2.6,30,2.4,25,2,5,0.4,0,0,0,0,0,0,3,0.2,3,0.2,0,0,13,1,658,52.4,136,10.8,159,12.7,198,15.8,83,6.6,82,6.5
Birmingham 084B,E01009374,910,100,333,36.6,295,32.4,240,26.4,99,10.9,141,15.5,9,1,5,0.5,4,0.4,46,5.1,21,2.3,25,2.7,38,4.2,38,4.2,26,2.9,23,2.5,21,2.3,2,0.2,1,0.1,1,0.1,0,0,2,0.2,2,0.2,0,0,12,1.3,539,59.2,129,14.2,123,13.5,133,14.6,77,8.5,77,8.5
Birmingham 084C,E01009376,1207,100,551,45.7,461,38.2,376,31.2,142,11.8,234,19.4,16,1.3,8,0.7,8,0.7,69,5.7,36,3,33,2.7,90,7.5,40,3.3,24,2,22,1.8,18,1.5,4,0.3,0,0,0,0,0,0,2,0.2,2,0.2,0,0,16,1.3,616,51,116,9.6,131,10.9,147,12.2,86,7.1,136,11.3
Birmingham 084F,E01033648,2063,100,891,43.2,760,36.8,625,30.3,239,11.6,386,18.7,19,0.9,6,0.3,13,0.6,116,5.6,68,3.3,48,2.3,131,6.3,39,1.9,29,1.4,27,1.3,25,1.2,2,0.1,0,0,0,0,0,0,2,0.1,2,0.1,0,0,10,0.5,1133,54.9,216,10.5,224,10.9,331,16,163,7.9,199,9.6
Birmingham 085A,E01009073,1133,100,478,42.2,396,35,334,29.5,123,10.9,211,18.6,11,1,6,0.5,5,0.4,51,4.5,27,2.4,24,2.1,82,7.2,27,2.4,17,1.5,17,1.5,11,1,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9,628,55.4,133,11.7,128,11.3,186,16.4,76,6.7,105,9.3
Birmingham 085B,E01009074,1295,100,646,49.9,555,42.9,475,36.7,153,11.8,322,24.9,14,1.1,7,0.5,7,0.5,66,5.1,32,2.5,34,2.6,91,7,42,3.2,23,1.8,18,1.4,15,1.2,3,0.2,0,0,0,0,0,0,5,0.4,4,0.3,1,0.1,19,1.5,607,46.9,140,10.8,159,12.3,121,9.3,111,8.6,76,5.9
Birmingham 085C,E01009254,1557,100,799,51.3,725,46.6,636,40.8,166,10.7,470,30.2,20,1.3,5,0.3,15,1,69,4.4,34,2.2,35,2.2,74,4.8,46,3,22,1.4,20,1.3,14,0.9,6,0.4,0,0,0,0,0,0,2,0.1,1,0.1,1,0.1,24,1.5,712,45.7,326,20.9,107,6.9,99,6.4,128,8.2,52,3.3
Birmingham 085D,E01009256,1260,100,706,56,651,51.7,564,44.8,162,12.9,402,31.9,11,0.9,3,0.2,8,0.6,76,6,30,2.4,46,3.7,55,4.4,40,3.2,28,2.2,23,1.8,20,1.6,3,0.2,1,0.1,1,0.1,0,0,4,0.3,3,0.2,1,0.1,12,1,514,40.8,235,18.7,78,6.2,98,7.8,55,4.4,48,3.8
Birmingham 085E,E01009258,1142,100,572,50.1,498,43.6,427,37.4,102,8.9,325,28.5,12,1.1,4,0.4,8,0.7,59,5.2,18,1.6,41,3.6,74,6.5,40,3.5,28,2.5,26,2.3,14,1.2,12,1.1,0,0,0,0,0,0,2,0.2,0,0,2,0.2,12,1.1,530,46.4,198,17.3,74,6.5,92,8.1,94,8.2,72,6.3
Birmingham 087B,E01009071,1411,100,762,54,710,50.3,583,41.3,125,8.9,458,32.5,28,2,7,0.5,21,1.5,99,7,47,3.3,52,3.7,52,3.7,49,3.5,36,2.6,32,2.3,22,1.6,10,0.7,0,0,0,0,0,0,4,0.3,3,0.2,1,0.1,13,0.9,600,42.5,307,21.8,126,8.9,49,3.5,64,4.5,54,3.8
Birmingham 087C,E01009075,1370,100,564,41.2,473,34.5,407,29.7,94,6.9,313,22.8,7,0.5,3,0.2,4,0.3,59,4.3,25,1.8,34,2.5,91,6.6,87,6.4,68,5,63,4.6,44,3.2,19,1.4,2,0.1,1,0.1,1,0.1,3,0.2,3,0.2,0,0,19,1.4,719,52.5,229,16.7,190,13.9,92,6.7,90,6.6,118,8.6
Birmingham 087E,E01009078,1338,100,534,39.9,479,35.8,421,31.5,82,6.1,339,25.3,6,0.4,3,0.2,3,0.2,52,3.9,19,1.4,33,2.5,55,4.1,146,10.9,109,8.1,100,7.5,72,5.4,28,2.1,1,0.1,1,0.1,0,0,8,0.6,8,0.6,0,0,37,2.8,658,49.2,154,11.5,311,23.2,55,4.1,96,7.2,42,3.1
Birmingham 087F,E01033562,2160,100,926,42.9,853,39.5,742,34.4,187,8.7,555,25.7,34,1.6,12,0.6,22,1,77,3.6,31,1.4,46,2.1,73,3.4,162,7.5,107,5,98,4.5,82,3.8,16,0.7,1,0,1,0,0,0,8,0.4,7,0.3,1,0,55,2.5,1072,49.6,312,14.4,488,22.6,103,4.8,85,3.9,84,3.9
Birmingham 088C,E01009183,1315,100,820,62.4,788,59.9,575,43.7,135,10.3,440,33.5,76,5.8,21,1.6,55,4.2,137,10.4,74,5.6,63,4.8,32,2.4,24,1.8,15,1.1,12,0.9,10,0.8,2,0.2,0,0,0,0,0,0,3,0.2,3,0.2,0,0,9,0.7,471,35.8,220,16.7,89,6.8,79,6,28,2.1,55,4.2
Birmingham 088D,E01009186,1464,100,895,61.1,839,57.3,698,47.7,137,9.4,561,38.3,37,2.5,19,1.3,18,1.2,104,7.1,49,3.3,55,3.8,56,3.8,19,1.3,15,1,13,0.9,10,0.7,3,0.2,1,0.1,0,0,1,0.1,1,0.1,1,0.1,0,0,4,0.3,550,37.6,247,16.9,95,6.5,75,5.1,73,5,60,4.1
Birmingham 088F,E01034938,1487,100,678,45.6,592,39.8,473,31.8,158,10.6,315,21.2,16,1.1,7,0.5,9,0.6,103,6.9,57,3.8,46,3.1,86,5.8,58,3.9,45,3,37,2.5,28,1.9,9,0.6,0,0,0,0,0,0,8,0.5,6,0.4,2,0.1,13,0.9,751,50.5,123,8.3,195,13.1,209,14.1,95,6.4,129,8.7
Birmingham 088G,E01034939,1315,100,548,41.7,483,36.7,408,31,105,8,303,23,17,1.3,6,0.5,11,0.8,58,4.4,40,3,18,1.4,65,4.9,62,4.7,35,2.7,33,2.5,23,1.7,10,0.8,1,0.1,0,0,1,0.1,1,0.1,1,0.1,0,0,27,2.1,705,53.6,132,10,143,10.9,148,11.3,154,11.7,128,9.7
Birmingham 089A,E01008890,1441,100,823,57.1,761,52.8,646,44.8,181,12.6,465,32.3,13,0.9,7,0.5,6,0.4,102,7.1,48,3.3,54,3.7,62,4.3,39,2.7,30,2.1,28,1.9,23,1.6,5,0.3,0,0,0,0,0,0,2,0.1,1,0.1,1,0.1,9,0.6,579,40.2,180,12.5,86,6,128,8.9,118,8.2,67,4.6
Birmingham 089B,E01008891,1291,100,771,59.7,731,56.6,600,46.5,147,11.4,453,35.1,15,1.2,4,0.3,11,0.9,116,9,45,3.5,71,5.5,40,3.1,19,1.5,13,1,12,0.9,8,0.6,4,0.3,0,0,0,0,0,0,1,0.1,1,0.1,0,0,6,0.5,501,38.8,262,20.3,64,5,53,4.1,67,5.2,55,4.3
Birmingham 089C,E01008892,1129,100,581,51.5,513,45.4,435,38.5,134,11.9,301,26.7,8,0.7,4,0.4,4,0.4,70,6.2,37,3.3,33,2.9,68,6,35,3.1,22,1.9,21,1.9,20,1.8,1,0.1,0,0,0,0,0,0,1,0.1,1,0.1,0,0,13,1.2,513,45.4,143,12.7,104,9.2,109,9.7,83,7.4,74,6.6
Birmingham 089D,E01008893,1390,100,835,60.1,765,55,662,47.6,165,11.9,497,35.8,17,1.2,5,0.4,12,0.9,86,6.2,35,2.5,51,3.7,70,5,22,1.6,18,1.3,18,1.3,13,0.9,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,4,0.3,533,38.3,225,16.2,71,5.1,82,5.9,89,6.4,66,4.7
Birmingham 089E,E01008894,1355,100,710,52.4,632,46.6,535,39.5,135,10,400,29.5,9,0.7,1,0.1,8,0.6,88,6.5,47,3.5,41,3,78,5.8,24,1.8,20,1.5,20,1.5,15,1.1,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,4,0.3,621,45.8,321,23.7,52,3.8,80,5.9,88,6.5,80,5.9
Birmingham 089F,E01008895,1464,100,969,66.2,913,62.4,796,54.4,209,14.3,587,40.1,11,0.8,3,0.2,8,0.5,106,7.2,47,3.2,59,4,56,3.8,27,1.8,19,1.3,19,1.3,13,0.9,6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,8,0.5,468,32,205,14,63,4.3,82,5.6,57,3.9,61,4.2
Birmingham 089G,E01009015,1471,100,806,54.8,724,49.2,602,40.9,161,10.9,441,30,19,1.3,2,0.1,17,1.2,103,7,43,2.9,60,4.1,82,5.6,33,2.2,27,1.8,24,1.6,16,1.1,8,0.5,1,0.1,0,0,1,0.1,2,0.1,2,0.1,0,0,6,0.4,632,43,243,16.5,94,6.4,108,7.3,98,6.7,89,6.1
Birmingham 090A,E01009014,1853,100,933,50.4,824,44.5,663,35.8,224,12.1,439,23.7,33,1.8,14,0.8,19,1,128,6.9,59,3.2,69,3.7,109,5.9,75,4,55,3,53,2.9,42,2.3,11,0.6,0,0,0,0,0,0,2,0.1,2,0.1,0,0,20,1.1,845,45.6,171,9.2,216,11.7,247,13.3,82,4.4,129,7
Birmingham 090B,E01009018,1565,100,787,50.3,713,45.6,585,37.4,155,9.9,430,27.5,15,1,6,0.4,9,0.6,113,7.2,50,3.2,63,4,74,4.7,29,1.9,20,1.3,18,1.2,16,1,2,0.1,0,0,0,0,0,0,2,0.1,1,0.1,1,0.1,9,0.6,749,47.9,286,18.3,129,8.2,120,7.7,76,4.9,138,8.8
Birmingham 090C,E01009026,1395,100,759,54.4,684,49,560,40.1,193,13.8,367,26.3,20,1.4,10,0.7,10,0.7,104,7.5,53,3.8,51,3.7,75,5.4,40,2.9,22,1.6,20,1.4,17,1.2,3,0.2,0,0,0,0,0,0,2,0.1,1,0.1,1,0.1,18,1.3,596,42.7,133,9.5,110,7.9,177,12.7,88,6.3,88,6.3
