"wz11cd","lsoa11cd","msoa11cd","date","Religion: All categories: Religion; measures: Value","Religion: Christian; measures: Value","Religion: Buddhist; measures: Value","Religion: Hindu; measures: Value","Religion: Jewish; measures: Value","Religion: Muslim; measures: Value","Religion: Sikh; measures: Value","Religion: Other religion; measures: Value","Religion: No religion; measures: Value","Religion: Religion not stated; measures: Value"
"E33020326","E01008890","E02001915",2011,310,192,0,10,0,16,6,0,68,18
"E33020327","E01008894","E02001915",2011,751,393,1,24,1,84,24,6,173,45
"E33020327","E01009015","E02001915",2011,751,393,1,24,1,84,24,6,173,45
"E33020328","E01008894","E02001915",2011,382,158,0,6,0,131,16,0,53,18
"E33020328","E01008895","E02001915",2011,382,158,0,6,0,131,16,0,53,18
"E33020328","E01009015","E02001915",2011,382,158,0,6,0,131,16,0,53,18
"E33020329","E01008894","E02001915",2011,539,312,0,11,2,45,20,2,111,36
"E33020330","E01009029","E02001916",2011,452,282,1,20,1,38,17,2,70,21
"E33020330","E01009018","E02001916",2011,452,282,1,20,1,38,17,2,70,21
"E33020331","E01009014","E02001916",2011,512,267,1,10,1,73,23,6,101,30
"E33020332","E01009018","E02001916",2011,244,118,0,2,0,46,18,2,47,11
"E33020333","E01009026","E02001916",2011,343,163,1,15,0,62,7,0,76,19
"E33020333","E01009028","E02001916",2011,343,163,1,15,0,62,7,0,76,19
"E33020334","E01009028","E02001916",2011,540,283,5,13,1,94,23,2,94,25
"E33020334","E01009029","E02001916",2011,540,283,5,13,1,94,23,2,94,25
"E33020335","E01009385","E02001918",2011,231,117,0,2,0,37,3,1,57,14
"E33020336","E01009182","E02001918",2011,429,196,16,10,4,48,8,6,111,30
"E33020336","E01009184","E02001918",2011,429,196,16,10,4,48,8,6,111,30
"E33020337","E01009187","E02001918",2011,293,131,2,2,0,20,10,3,107,18
"E33020337","E01009188","E02001918",2011,293,131,2,2,0,20,10,3,107,18
"E33020338","E01009384","E02001918",2011,266,100,2,6,0,48,7,6,74,23
"E33020339","E01009182","E02001918",2011,264,119,10,1,2,52,6,5,49,20
"E33020340","E01009384","E02001918",2011,420,166,3,10,0,71,10,2,126,32
"E33020340","E01009385","E02001918",2011,420,166,3,10,0,71,10,2,126,32
"E33020341","E01009188","E02001918",2011,490,243,3,16,0,44,23,1,134,26
"E33020341","E01009184","E02001918",2011,490,243,3,16,0,44,23,1,134,26
"E33020341","E01009187","E02001918",2011,490,243,3,16,0,44,23,1,134,26
"E33020342","E01009184","E02001918",2011,234,102,2,11,2,22,11,1,74,9
"E33020342","E01009187","E02001918",2011,234,102,2,11,2,22,11,1,74,9
"E33020343","E01009389","E02001919",2011,341,85,2,11,4,132,10,2,66,29
"E33020343","E01009394","E02001919",2011,341,85,2,11,4,132,10,2,66,29
"E33020343","E01009390","E02001919",2011,341,85,2,11,4,132,10,2,66,29
"E33020343","E01009185","E02001919",2011,341,85,2,11,4,132,10,2,66,29
"E33020344","E01009185","E02001919",2011,466,214,2,10,3,82,8,2,114,31
"E33020344","E01009390","E02001919",2011,466,214,2,10,3,82,8,2,114,31
"E33020345","E01008920","E02001920",2011,346,234,1,3,0,9,2,2,75,20
"E33020345","E01008918","E02001920",2011,346,234,1,3,0,9,2,2,75,20
"E33020346","E01008920","E02001920",2011,823,503,7,7,4,22,12,3,212,53
"E33020346","E01008931","E02001920",2011,823,503,7,7,4,22,12,3,212,53
"E33020346","E01008918","E02001920",2011,823,503,7,7,4,22,12,3,212,53
"E33020347","E01008921","E02001920",2011,465,294,0,2,1,8,2,3,112,43
"E33020348","E01009259","E02001920",2011,277,163,3,4,0,8,6,1,68,24
"E33020348","E01008918","E02001920",2011,277,163,3,4,0,8,6,1,68,24
"E33020348","E01008931","E02001920",2011,277,163,3,4,0,8,6,1,68,24
"E33020349","E01009259","E02001920",2011,1030,615,1,10,1,40,26,6,274,57
"E33020350","E01009500","E02001921",2011,240,154,1,7,0,5,3,1,53,16
"E33020350","E01009064","E02001921",2011,240,154,1,7,0,5,3,1,53,16
"E33020351","E01008919","E02001921",2011,435,260,2,7,1,12,8,2,118,25
"E33020352","E01009077","E02001921",2011,409,200,1,9,1,43,21,3,97,34
"E33020352","E01009064","E02001921",2011,409,200,1,9,1,43,21,3,97,34
"E33020352","E01009291","E02001921",2011,409,200,1,9,1,43,21,3,97,34
"E33020353","E01009290","E02001922",2011,395,225,1,8,5,12,4,4,110,26
"E33020353","E01009286","E02001922",2011,395,225,1,8,5,12,4,4,110,26
"E33020354","E01033634","E02001922",2011,359,167,4,12,4,26,8,1,115,22
"E33020354","E01009286","E02001922",2011,359,167,4,12,4,26,8,1,115,22
"E33020355","E01009289","E02001922",2011,256,83,2,7,6,52,7,0,82,17
"E33020355","E01033634","E02001922",2011,256,83,2,7,6,52,7,0,82,17
"E33020356","E01009284","E02001922",2011,729,398,1,16,3,18,16,3,223,51
"E33020356","E01009290","E02001922",2011,729,398,1,16,3,18,16,3,223,51
"E33020356","E01009289","E02001922",2011,729,398,1,16,3,18,16,3,223,51
"E33020357","E01009284","E02001922",2011,876,493,4,19,0,50,27,4,215,64
"E33020358","E01033634","E02001922",2011,326,133,0,15,5,30,11,2,108,22
"E33020358","E01009289","E02001922",2011,326,133,0,15,5,30,11,2,108,22
"E33020359","E01009044","E02001923",2011,296,116,0,22,0,101,10,1,32,14
"E33020359","E01009045","E02001923",2011,296,116,0,22,0,101,10,1,32,14
"E33020360","E01009017","E02001923",2011,434,156,0,39,1,138,28,0,43,29
"E33020360","E01009043","E02001923",2011,434,156,0,39,1,138,28,0,43,29
"E33020361","E01009045","E02001923",2011,593,274,2,27,1,147,26,1,84,31
"E33020361","E01009043","E02001923",2011,593,274,2,27,1,147,26,1,84,31
"E33020362","E01009046","E02001923",2011,570,277,2,16,1,71,21,7,140,35
"E33020362","E01009045","E02001923",2011,570,277,2,16,1,71,21,7,140,35
"E33020362","E01009043","E02001923",2011,570,277,2,16,1,71,21,7,140,35
"E33020363","E01009395","E02001923",2011,501,183,1,15,1,158,18,0,98,27
"E33020363","E01009045","E02001923",2011,501,183,1,15,1,158,18,0,98,27
"E33020364","E01009046","E02001923",2011,395,215,0,8,1,57,14,2,70,28
"E33020365","E01009022","E02001924",2011,412,197,3,19,2,70,27,0,69,25
"E33020365","E01009030","E02001924",2011,412,197,3,19,2,70,27,0,69,25
"E33020365","E01009023","E02001924",2011,412,197,3,19,2,70,27,0,69,25
"E33020366","E01009016","E02001924",2011,274,131,0,5,0,47,11,2,66,12
"E33020366","E01009022","E02001924",2011,274,131,0,5,0,47,11,2,66,12
"E33020367","E01009016","E02001924",2011,262,153,3,5,0,16,7,3,63,12
"E33020368","E01009022","E02001924",2011,430,236,1,20,0,47,13,2,81,30
"E33020368","E01009023","E02001924",2011,430,236,1,20,0,47,13,2,81,30
"E33020369","E01009294","E02001925",2011,347,198,2,6,0,20,5,2,92,22
"E33020369","E01009295","E02001925",2011,347,198,2,6,0,20,5,2,92,22
"E33020369","E01009292","E02001925",2011,347,198,2,6,0,20,5,2,92,22
"E33020370","E01009281","E02001925",2011,482,271,3,3,3,25,8,4,133,32
"E33020371","E01009294","E02001925",2011,315,166,2,4,2,10,1,2,105,23
"E33020372","E01009295","E02001925",2011,270,176,2,8,1,13,3,4,43,20
"E33020373","E01009280","E02001926",2011,573,289,8,18,0,31,31,2,161,33
"E33020373","E01009282","E02001926",2011,573,289,8,18,0,31,31,2,161,33
"E33020374","E01009293","E02001926",2011,282,128,5,6,3,38,8,0,73,21
"E33020374","E01009282","E02001926",2011,282,128,5,6,3,38,8,0,73,21
"E33020375","E01009288","E02001926",2011,352,233,1,7,0,9,8,2,75,17
"E33020376","E01009288","E02001926",2011,431,248,4,6,0,54,4,3,94,18
"E33020376","E01009296","E02001926",2011,431,248,4,6,0,54,4,3,94,18
"E33020377","E01009282","E02001926",2011,456,271,3,12,1,11,3,5,107,43
"E33020378","E01009505","E02001927",2011,419,266,3,6,2,7,6,1,109,19
"E33020378","E01009501","E02001927",2011,419,266,3,6,2,7,6,1,109,19
"E33020379","E01009501","E02001927",2011,365,222,1,9,1,16,6,1,89,20
"E33020379","E01009502","E02001927",2011,365,222,1,9,1,16,6,1,89,20
"E33020380","E01009501","E02001927",2011,311,205,0,2,0,11,2,2,71,18
"E33020380","E01009503","E02001927",2011,311,205,0,2,0,11,2,2,71,18
"E33020380","E01009502","E02001927",2011,311,205,0,2,0,11,2,2,71,18
"E33020381","E01009502","E02001927",2011,328,195,0,3,0,8,4,1,96,21
"E33020381","E01008924","E02001927",2011,328,195,0,3,0,8,4,1,96,21
"E33020382","E01008923","E02001928",2011,279,150,0,9,0,14,6,4,80,16
"E33020382","E01008928","E02001928",2011,279,150,0,9,0,14,6,4,80,16
"E33020383","E01008917","E02001928",2011,809,518,9,9,1,20,13,1,195,43
"E33020383","E01008923","E02001928",2011,809,518,9,9,1,20,13,1,195,43
"E33020383","E01008925","E02001928",2011,809,518,9,9,1,20,13,1,195,43
"E33020383","E01008927","E02001928",2011,809,518,9,9,1,20,13,1,195,43
"E33020384","E01009024","E02001929",2011,506,247,1,15,0,77,15,2,107,42
"E33020384","E01009025","E02001929",2011,506,247,1,15,0,77,15,2,107,42
"E33020384","E01009019","E02001929",2011,506,247,1,15,0,77,15,2,107,42
"E33020384","E01009033","E02001929",2011,506,247,1,15,0,77,15,2,107,42
"E33020385","E01009021","E02001929",2011,366,202,3,15,0,41,9,2,74,20
"E33020385","E01009019","E02001929",2011,366,202,3,15,0,41,9,2,74,20
"E33020385","E01009020","E02001929",2011,366,202,3,15,0,41,9,2,74,20
"E33020385","E01009025","E02001929",2011,366,202,3,15,0,41,9,2,74,20
"E33020386","E01009179","E02001930",2011,572,295,0,4,0,56,20,2,155,40
"E33020387","E01009189","E02001930",2011,301,109,3,5,1,30,7,4,117,25
"E33020387","E01009175","E02001930",2011,301,109,3,5,1,30,7,4,117,25
"E33020388","E01009178","E02001930",2011,481,199,4,5,0,70,5,2,153,43
"E33020388","E01009177","E02001930",2011,481,199,4,5,0,70,5,2,153,43
"E33020389","E01009175","E02001930",2011,801,465,2,14,3,57,22,8,183,47
"E33020390","E01009176","E02001931",2011,261,134,1,18,4,44,3,1,41,15
"E33020391","E01009031","E02001931",2011,407,199,2,17,0,45,28,5,76,35
"E33020392","E01009037","E02001931",2011,266,158,1,11,3,16,5,1,50,21
"E33020393","E01008933","E02001931",2011,352,151,2,10,2,71,12,7,75,22
"E33020393","E01008934","E02001931",2011,352,151,2,10,2,71,12,7,75,22
"E33020394","E01008929","E02001932",2011,416,243,2,2,0,13,11,1,117,27
"E33020394","E01008930","E02001932",2011,416,243,2,2,0,13,11,1,117,27
"E33020394","E01033629","E02001932",2011,416,243,2,2,0,13,11,1,117,27
"E33020395","E01033629","E02001932",2011,716,420,8,6,1,10,11,3,214,43
"E33020396","E01009495","E02001932",2011,333,205,2,3,0,10,3,2,86,22
"E33020396","E01008929","E02001932",2011,333,205,2,3,0,10,3,2,86,22
"E33020397","E01008966","E02001933",2011,333,162,4,7,0,25,4,3,106,22
"E33020397","E01008953","E02001933",2011,333,162,4,7,0,25,4,3,106,22
"E33020398","E01008964","E02001933",2011,366,200,0,6,0,13,5,4,111,27
"E33020398","E01008963","E02001933",2011,366,200,0,6,0,13,5,4,111,27
"E33020399","E01008963","E02001933",2011,439,259,4,7,4,26,10,0,94,35
"E33020399","E01008965","E02001933",2011,439,259,4,7,4,26,10,0,94,35
"E33020399","E01008964","E02001933",2011,439,259,4,7,4,26,10,0,94,35
"E33020400","E01008953","E02001933",2011,737,387,4,20,3,83,16,7,166,51
"E33020400","E01008965","E02001933",2011,737,387,4,20,3,83,16,7,166,51
"E33020401","E01009035","E02001934",2011,904,459,5,40,2,119,37,11,177,54
"E33020401","E01009032","E02001934",2011,904,459,5,40,2,119,37,11,177,54
"E33020402","E01009034","E02001934",2011,629,320,1,34,5,104,27,5,101,32
"E33020402","E01009036","E02001934",2011,629,320,1,34,5,104,27,5,101,32
"E33020403","E01009506","E02001935",2011,328,174,0,7,1,21,4,1,93,27
"E33020403","E01009494","E02001935",2011,328,174,0,7,1,21,4,1,93,27
"E33020403","E01009496","E02001935",2011,328,174,0,7,1,21,4,1,93,27
"E33020404","E01009496","E02001935",2011,414,286,4,2,0,8,3,0,89,22
"E33020404","E01009497","E02001935",2011,414,286,4,2,0,8,3,0,89,22
"E33020405","E01009504","E02001935",2011,255,159,2,4,0,7,3,1,64,15
"E33020406","E01009497","E02001935",2011,577,355,4,5,0,22,10,2,158,21
"E33020407","E01008967","E02001936",2011,345,214,2,5,0,21,5,0,73,25
"E33020407","E01008970","E02001936",2011,345,214,2,5,0,21,5,0,73,25
"E33020408","E01008981","E02001936",2011,422,220,4,9,0,33,18,1,103,34
"E33020408","E01008967","E02001936",2011,422,220,4,9,0,33,18,1,103,34
"E33020409","E01008981","E02001936",2011,363,182,1,4,2,24,12,2,116,20
"E33020409","E01008967","E02001936",2011,363,182,1,4,2,24,12,2,116,20
"E33020409","E01008968","E02001936",2011,363,182,1,4,2,24,12,2,116,20
"E33020410","E01008968","E02001936",2011,394,220,3,15,1,23,8,2,98,24
"E33020411","E01008935","E02001937",2011,330,175,1,4,0,29,12,4,82,23
"E33020411","E01008939","E02001937",2011,330,175,1,4,0,29,12,4,82,23
"E33020411","E01008938","E02001937",2011,330,175,1,4,0,29,12,4,82,23
"E33020412","E01008932","E02001937",2011,496,271,2,7,1,53,7,2,113,40
"E33020412","E01008935","E02001937",2011,496,271,2,7,1,53,7,2,113,40
"E33020413","E01008935","E02001937",2011,518,277,4,17,0,41,28,4,109,38
"E33020413","E01008936","E02001937",2011,518,277,4,17,0,41,28,4,109,38
"E33020414","E01008952","E02001938",2011,500,286,1,3,1,35,6,5,133,30
"E33020414","E01008955","E02001938",2011,500,286,1,3,1,35,6,5,133,30
"E33020415","E01008956","E02001938",2011,392,261,1,1,0,9,5,0,90,25
"E33020416","E01008957","E02001938",2011,398,219,0,1,0,10,10,3,130,25
"E33020417","E01008956","E02001938",2011,289,138,0,5,1,11,14,1,103,16
"E33020417","E01008955","E02001938",2011,289,138,0,5,1,11,14,1,103,16
"E33020417","E01008951","E02001938",2011,289,138,0,5,1,11,14,1,103,16
"E33020418","E01008957","E02001938",2011,230,101,0,2,0,45,14,1,47,20
"E33020419","E01008952","E02001938",2011,359,205,1,2,0,16,2,3,112,18
"E33020419","E01008955","E02001938",2011,359,205,1,2,0,16,2,3,112,18
"E33020420","E01008951","E02001938",2011,278,177,1,1,0,4,2,0,78,15
"E33020421","E01008952","E02001938",2011,418,209,3,7,1,63,7,1,96,31
"E33020422","E01008954","E02001939",2011,1546,951,4,43,2,54,21,6,359,106
"E33020422","E01008958","E02001939",2011,1546,951,4,43,2,54,21,6,359,106
"E33020422","E01009493","E02001939",2011,1546,951,4,43,2,54,21,6,359,106
"E33020423","E01009493","E02001939",2011,594,338,4,14,1,30,10,5,159,33
"E33020423","E01008950","E02001939",2011,594,338,4,14,1,30,10,5,159,33
"E33020423","E01008954","E02001939",2011,594,338,4,14,1,30,10,5,159,33
"E33020424","E01008937","E02001941",2011,328,203,3,7,1,14,7,4,67,22
"E33020424","E01008940","E02001941",2011,328,203,3,7,1,14,7,4,67,22
"E33020424","E01008944","E02001941",2011,328,203,3,7,1,14,7,4,67,22
"E33020425","E01008937","E02001941",2011,572,364,3,8,0,41,11,3,113,29
"E33020425","E01008941","E02001941",2011,572,364,3,8,0,41,11,3,113,29
"E33020425","E01008940","E02001941",2011,572,364,3,8,0,41,11,3,113,29
"E33020426","E01008960","E02001942",2011,307,186,1,3,0,8,0,2,88,19
"E33020426","E01008959","E02001942",2011,307,186,1,3,0,8,0,2,88,19
"E33020427","E01008961","E02001942",2011,424,257,1,6,0,15,12,2,105,26
"E33020427","E01008962","E02001942",2011,424,257,1,6,0,15,12,2,105,26
"E33020427","E01008959","E02001942",2011,424,257,1,6,0,15,12,2,105,26
"E33020428","E01008961","E02001942",2011,440,265,3,10,1,15,6,1,116,23
"E33020428","E01008960","E02001942",2011,440,265,3,10,1,15,6,1,116,23
"E33020429","E01008942","E02001943",2011,381,255,4,8,0,15,1,2,85,11
"E33020429","E01008943","E02001943",2011,381,255,4,8,0,15,1,2,85,11
"E33020430","E01008969","E02001943",2011,523,306,0,8,3,28,5,1,142,30
"E33020430","E01008943","E02001943",2011,523,306,0,8,3,28,5,1,142,30
"E33020431","E01008971","E02001943",2011,351,198,0,5,1,20,8,3,93,23
"E33020432","E01008973","E02001944",2011,900,551,2,5,2,29,16,6,229,60
"E33020432","E01008975","E02001944",2011,900,551,2,5,2,29,16,6,229,60
"E33020432","E01008972","E02001944",2011,900,551,2,5,2,29,16,6,229,60
"E33020433","E01008974","E02001944",2011,327,173,1,4,1,33,10,2,82,21
"E33020433","E01008973","E02001944",2011,327,173,1,4,1,33,10,2,82,21
"E33020433","E01008972","E02001944",2011,327,173,1,4,1,33,10,2,82,21
"E33020434","E01008974","E02001944",2011,346,201,3,4,2,16,5,0,86,29
"E33020434","E01008973","E02001944",2011,346,201,3,4,2,16,5,0,86,29
"E33020435","E01009498","E02001945",2011,720,427,2,9,1,32,10,3,187,49
"E33020435","E01009499","E02001945",2011,720,427,2,9,1,32,10,3,187,49
"E33020435","E01009172","E02001945",2011,720,427,2,9,1,32,10,3,187,49
"E33020436","E01009172","E02001945",2011,367,208,2,2,1,10,8,2,107,27
"E33020436","E01009173","E02001945",2011,367,208,2,2,1,10,8,2,107,27
"E33020436","E01009174","E02001945",2011,367,208,2,2,1,10,8,2,107,27
"E33020437","E01009205","E02001946",2011,223,149,2,2,0,6,2,1,51,10
"E33020438","E01009205","E02001946",2011,331,185,2,5,1,10,7,0,89,32
"E33020438","E01009211","E02001946",2011,331,185,2,5,1,10,7,0,89,32
"E33020439","E01009218","E02001946",2011,450,272,1,1,0,7,12,3,130,24
"E33020440","E01009206","E02001946",2011,521,340,1,3,1,15,4,2,119,36
"E33020440","E01009219","E02001946",2011,521,340,1,3,1,15,4,2,119,36
"E33020441","E01008976","E02001947",2011,256,154,0,2,1,28,2,0,49,20
"E33020441","E01008978","E02001947",2011,256,154,0,2,1,28,2,0,49,20
"E33020442","E01008980","E02001947",2011,656,387,0,12,1,27,10,5,178,36
"E33020442","E01008978","E02001947",2011,656,387,0,12,1,27,10,5,178,36
"E33020443","E01008980","E02001947",2011,283,191,3,1,0,4,7,1,60,16
"E33020443","E01008979","E02001947",2011,283,191,3,1,0,4,7,1,60,16
"E33020444","E01008945","E02001948",2011,683,388,2,7,0,80,21,1,139,45
"E33020445","E01008945","E02001948",2011,345,218,3,4,0,11,2,0,90,17
"E33020445","E01008946","E02001948",2011,345,218,3,4,0,11,2,0,90,17
"E33020445","E01008947","E02001948",2011,345,218,3,4,0,11,2,0,90,17
"E33020445","E01008949","E02001948",2011,345,218,3,4,0,11,2,0,90,17
"E33020446","E01008947","E02001948",2011,329,206,3,6,0,8,5,1,83,17
"E33020446","E01008948","E02001948",2011,329,206,3,6,0,8,5,1,83,17
"E33020447","E01008948","E02001948",2011,466,294,0,10,0,20,6,2,104,30
"E33020447","E01008949","E02001948",2011,466,294,0,10,0,20,6,2,104,30
"E33020448","E01008977","E02001949",2011,307,176,0,3,0,3,5,3,103,14
"E33020448","E01009120","E02001949",2011,307,176,0,3,0,3,5,3,103,14
"E33020449","E01009119","E02001949",2011,556,318,3,4,1,13,5,5,167,40
"E33020450","E01009120","E02001949",2011,354,214,0,6,1,6,5,2,96,24
"E33020450","E01009109","E02001949",2011,354,214,0,6,1,6,5,2,96,24
"E33020451","E01009209","E02001950",2011,510,304,4,5,0,19,4,1,139,34
"E33020451","E01009207","E02001950",2011,510,304,4,5,0,19,4,1,139,34
"E33020452","E01009208","E02001950",2011,367,237,1,2,0,8,2,2,88,27
"E33020452","E01009162","E02001950",2011,367,237,1,2,0,8,2,2,88,27
"E33020453","E01009208","E02001950",2011,423,237,1,1,2,6,6,4,135,31
"E33020453","E01009209","E02001950",2011,423,237,1,1,2,6,6,4,135,31
"E33020454","E01009213","E02001950",2011,602,355,5,3,0,17,13,1,180,28
"E33020454","E01009162","E02001950",2011,602,355,5,3,0,17,13,1,180,28
"E33020455","E01009209","E02001950",2011,390,231,3,3,1,12,5,3,108,24
"E33020455","E01009213","E02001950",2011,390,231,3,3,1,12,5,3,108,24
"E33020456","E01033633","E02001951",2011,390,226,3,2,0,14,3,4,117,21
"E33020456","E01009160","E02001951",2011,390,226,3,2,0,14,3,4,117,21
"E33020456","E01009161","E02001951",2011,390,226,3,2,0,14,3,4,117,21
"E33020457","E01033633","E02001951",2011,282,161,0,0,0,6,1,1,99,14
"E33020457","E01009157","E02001951",2011,282,161,0,0,0,6,1,1,99,14
"E33020458","E01033633","E02001951",2011,461,285,0,8,2,9,7,5,122,23
"E33020458","E01009161","E02001951",2011,461,285,0,8,2,9,7,5,122,23
"E33020458","E01009155","E02001951",2011,461,285,0,8,2,9,7,5,122,23
"E33020459","E01009215","E02001952",2011,286,168,0,1,0,9,0,1,87,20
"E33020460","E01009210","E02001952",2011,305,174,0,3,0,8,1,8,90,21
"E33020460","E01009214","E02001952",2011,305,174,0,3,0,8,1,8,90,21
"E33020461","E01009212","E02001952",2011,279,165,1,0,0,11,3,1,81,17
"E33020461","E01009215","E02001952",2011,279,165,1,0,0,11,3,1,81,17
"E33020462","E01009117","E02001952",2011,546,342,1,1,0,16,6,3,152,25
"E33020462","E01009214","E02001952",2011,546,342,1,1,0,16,6,3,152,25
"E33020463","E01009116","E02001953",2011,396,249,1,4,1,7,9,3,97,25
"E33020463","E01009118","E02001953",2011,396,249,1,4,1,7,9,3,97,25
"E33020464","E01009108","E02001953",2011,329,202,3,4,0,13,1,1,76,29
"E33020464","E01009111","E02001953",2011,329,202,3,4,0,13,1,1,76,29
"E33020464","E01009118","E02001953",2011,329,202,3,4,0,13,1,1,76,29
"E33020465","E01009112","E02001953",2011,906,609,4,12,0,15,8,8,190,60
"E33020465","E01009111","E02001953",2011,906,609,4,12,0,15,8,8,190,60
"E33020466","E01009114","E02001954",2011,552,345,4,7,0,12,6,2,135,41
"E33020466","E01009113","E02001954",2011,552,345,4,7,0,12,6,2,135,41
"E33020466","E01009115","E02001954",2011,552,345,4,7,0,12,6,2,135,41
"E33020467","E01009110","E02001954",2011,488,286,1,5,0,16,9,9,131,31
"E33020467","E01009107","E02001954",2011,488,286,1,5,0,16,9,9,131,31
"E33020468","E01009163","E02001955",2011,502,287,1,2,0,9,4,3,160,36
"E33020469","E01009165","E02001955",2011,690,411,2,1,0,22,6,4,205,39
"E33020469","E01009169","E02001955",2011,690,411,2,1,0,22,6,4,205,39
"E33020470","E01009158","E02001955",2011,577,357,1,10,0,8,13,1,145,42
"E33020471","E01009159","E02001956",2011,548,350,2,10,1,15,2,5,134,29
"E33020472","E01009171","E02001956",2011,502,284,3,2,0,9,19,5,146,34
"E33020472","E01009164","E02001956",2011,502,284,3,2,0,9,19,5,146,34
"E33020472","E01009167","E02001956",2011,502,284,3,2,0,9,19,5,146,34
"E33020473","E01009216","E02001957",2011,477,293,0,5,0,17,3,2,129,28
"E33020473","E01009168","E02001957",2011,477,293,0,5,0,17,3,2,129,28
"E33020473","E01009166","E02001957",2011,477,293,0,5,0,17,3,2,129,28
"E33020473","E01009170","E02001957",2011,477,293,0,5,0,17,3,2,129,28
"E33020474","E01009217","E02001957",2011,565,366,2,6,1,11,3,2,129,45
"E33020474","E01009216","E02001957",2011,565,366,2,6,1,11,3,2,129,45
"E33023213","E01009039","E02006807",2011,648,347,1,44,3,63,26,2,121,41
"E33023213","E01009041","E02006807",2011,648,347,1,44,3,63,26,2,121,41
"E33023213","E01032589","E02006807",2011,648,347,1,44,3,63,26,2,121,41
"E33023214","E01009040","E02006807",2011,494,263,1,22,1,65,21,4,92,25
"E33023214","E01009039","E02006807",2011,494,263,1,22,1,65,21,4,92,25
"E33023214","E01009042","E02006807",2011,494,263,1,22,1,65,21,4,92,25
"E33023218","E01009279","E02006809",2011,290,91,2,19,0,31,94,7,29,17
"E33023218","E01009267","E02006809",2011,290,91,2,19,0,31,94,7,29,17
"E33023218","E01032591","E02006809",2011,290,91,2,19,0,31,94,7,29,17
"E33023219","E01009278","E02006809",2011,685,354,1,21,1,45,82,10,145,26
"E33023219","E01009279","E02006809",2011,685,354,1,21,1,45,82,10,145,26
"E33023220","E01009267","E02006809",2011,268,95,1,19,0,26,77,4,26,20
"E33023220","E01009262","E02006809",2011,268,95,1,19,0,26,77,4,26,20
"E33023220","E01032591","E02006809",2011,268,95,1,19,0,26,77,4,26,20
"E33023221","E01009262","E02006809",2011,319,119,2,25,0,31,74,3,44,21
"E33023221","E01009278","E02006809",2011,319,119,2,25,0,31,74,3,44,21
"E33023222","E01009276","E02006809",2011,352,140,2,26,1,32,61,7,64,19
"E33023222","E01032591","E02006809",2011,352,140,2,26,1,32,61,7,64,19
"E33023236","E01033557","E02006895",2011,437,192,2,15,5,18,19,4,142,40
"E33023237","E01033557","E02006895",2011,844,466,7,32,2,54,23,5,199,56
"E33023238","E01033557","E02006895",2011,639,305,2,21,1,51,34,3,185,37
"E33023239","E01033640","E02006895",2011,640,345,2,9,1,38,17,7,170,51
"E33023240","E01033624","E02006895",2011,487,276,3,8,0,36,13,5,107,39
"E33023240","E01033640","E02006895",2011,487,276,3,8,0,36,13,5,107,39
"E33023240","E01008995","E02006895",2011,487,276,3,8,0,36,13,5,107,39
"E33023241","E01008995","E02006895",2011,359,190,0,5,2,56,11,3,70,22
"E33023242","E01033624","E02006895",2011,871,469,5,19,3,74,42,4,212,43
"E33023242","E01033626","E02006895",2011,871,469,5,19,3,74,42,4,212,43
"E33023243","E01033616","E02006896",2011,318,164,2,6,1,14,15,6,91,19
"E33023243","E01033615","E02006896",2011,318,164,2,6,1,14,15,6,91,19
"E33023244","E01033615","E02006896",2011,264,122,6,10,2,27,9,1,73,14
"E33023244","E01033616","E02006896",2011,264,122,6,10,2,27,9,1,73,14
"E33023245","E01033615","E02006896",2011,319,187,1,4,0,16,4,2,82,23
"E33023246","E01033615","E02006896",2011,734,446,9,11,1,64,15,5,140,43
"E33023246","E01033567","E02006896",2011,734,446,9,11,1,64,15,5,140,43
"E33023247","E01009378","E02006896",2011,227,133,1,4,1,12,8,1,54,13
"E33023248","E01009378","E02006896",2011,349,129,0,6,1,129,24,3,33,24
"E33023249","E01033615","E02006896",2011,501,227,11,9,3,9,6,7,182,47
"E33023249","E01033567","E02006896",2011,501,227,11,9,3,9,6,7,182,47
"E33023250","E01033616","E02006896",2011,376,148,0,10,0,56,27,3,103,29
"E33023250","E01033567","E02006896",2011,376,148,0,10,0,56,27,3,103,29
"E33023251","E01009378","E02006896",2011,306,120,5,16,0,34,18,4,85,24
"E33023252","E01033639","E02006897",2011,416,135,2,14,1,135,29,2,72,26
"E33023252","E01033564","E02006897",2011,416,135,2,14,1,135,29,2,72,26
"E33023253","E01009146","E02006897",2011,476,247,1,12,5,64,17,3,101,26
"E33023254","E01009143","E02006897",2011,452,274,1,11,1,38,13,1,86,27
"E33023254","E01033639","E02006897",2011,452,274,1,11,1,38,13,1,86,27
"E33023255","E01009141","E02006898",2011,477,249,1,12,0,46,54,3,80,32
"E33023256","E01009141","E02006898",2011,1106,538,5,56,1,98,69,10,260,69
"E33023256","E01033619","E02006898",2011,1106,538,5,56,1,98,69,10,260,69
"E33023257","E01033565","E02006898",2011,478,254,3,8,0,22,13,3,133,42
"E33023258","E01033565","E02006898",2011,417,206,4,24,0,31,24,5,94,29
"E33023259","E01009141","E02006898",2011,345,174,0,10,1,24,15,1,97,23
"E33023260","E01033619","E02006898",2011,462,267,4,9,1,24,12,4,114,27
"E33023261","E01033618","E02006898",2011,279,123,2,6,1,29,15,3,92,8
