"wz11cd","lsoa11cd","msoa11cd","date","General Health: All categories: General health; measures: Value","General Health: Very good health; measures: Value","General Health: Good health; measures: Value","General Health: Fair health; measures: Value","General Health: Bad health; measures: Value","General Health: Very bad health; measures: Value"
"E33020465","E01009111","E02001953",2011,906,374,386,129,13,4
"E33020466","E01009114","E02001954",2011,552,229,228,73,20,2
"E33020466","E01009113","E02001954",2011,552,229,228,73,20,2
"E33020466","E01009115","E02001954",2011,552,229,228,73,20,2
"E33020467","E01009110","E02001954",2011,488,210,197,64,11,6
"E33020467","E01009107","E02001954",2011,488,210,197,64,11,6
"E33020468","E01009163","E02001955",2011,502,223,231,43,5,0
"E33020469","E01009165","E02001955",2011,690,323,277,85,4,1
"E33020469","E01009169","E02001955",2011,690,323,277,85,4,1
"E33020470","E01009158","E02001955",2011,577,244,254,66,9,4
"E33020471","E01009159","E02001956",2011,548,258,222,61,6,1
"E33020472","E01009171","E02001956",2011,502,216,190,84,9,3
"E33020472","E01009164","E02001956",2011,502,216,190,84,9,3
"E33020472","E01009167","E02001956",2011,502,216,190,84,9,3
"E33020473","E01009216","E02001957",2011,477,211,205,49,12,0
"E33020473","E01009168","E02001957",2011,477,211,205,49,12,0
"E33020473","E01009166","E02001957",2011,477,211,205,49,12,0
"E33020473","E01009170","E02001957",2011,477,211,205,49,12,0
"E33020474","E01009217","E02001957",2011,565,241,252,62,8,2
"E33020474","E01009216","E02001957",2011,565,241,252,62,8,2
"E33023213","E01009039","E02006807",2011,648,309,267,67,5,0
"E33023213","E01009041","E02006807",2011,648,309,267,67,5,0
"E33023213","E01032589","E02006807",2011,648,309,267,67,5,0
"E33023214","E01009040","E02006807",2011,494,225,204,54,10,1
"E33023214","E01009039","E02006807",2011,494,225,204,54,10,1
"E33023214","E01009042","E02006807",2011,494,225,204,54,10,1
"E33023218","E01009279","E02006809",2011,290,125,122,34,7,2
"E33023218","E01009267","E02006809",2011,290,125,122,34,7,2
"E33023218","E01032591","E02006809",2011,290,125,122,34,7,2
"E33023219","E01009278","E02006809",2011,685,289,295,86,13,2
"E33023219","E01009279","E02006809",2011,685,289,295,86,13,2
"E33023220","E01009267","E02006809",2011,268,111,122,33,2,0
"E33023220","E01009262","E02006809",2011,268,111,122,33,2,0
"E33023220","E01032591","E02006809",2011,268,111,122,33,2,0
"E33023221","E01009262","E02006809",2011,319,131,153,25,9,1
"E33023221","E01009278","E02006809",2011,319,131,153,25,9,1
"E33023222","E01009276","E02006809",2011,352,153,153,43,2,1
"E33023222","E01032591","E02006809",2011,352,153,153,43,2,1
"E33023236","E01033557","E02006895",2011,437,252,152,28,5,0
"E33023237","E01033557","E02006895",2011,844,448,339,47,7,3
"E33023238","E01033557","E02006895",2011,639,350,250,30,5,4
"E33023239","E01033640","E02006895",2011,640,312,240,72,15,1
"E33023240","E01033624","E02006895",2011,487,215,205,60,6,1
"E33023240","E01033640","E02006895",2011,487,215,205,60,6,1
"E33023240","E01008995","E02006895",2011,487,215,205,60,6,1
"E33023241","E01008995","E02006895",2011,359,183,134,35,7,0
"E33023242","E01033624","E02006895",2011,871,416,361,67,21,6
"E33023242","E01033626","E02006895",2011,871,416,361,67,21,6
"E33023243","E01033616","E02006896",2011,318,156,135,23,3,1
"E33023243","E01033615","E02006896",2011,318,156,135,23,3,1
"E33023244","E01033615","E02006896",2011,264,131,109,17,7,0
"E33023244","E01033616","E02006896",2011,264,131,109,17,7,0
"E33023245","E01033615","E02006896",2011,319,130,149,35,5,0
"E33023246","E01033615","E02006896",2011,734,322,322,78,11,1
"E33023246","E01033567","E02006896",2011,734,322,322,78,11,1
"E33023247","E01009378","E02006896",2011,227,102,88,35,2,0
"E33023248","E01009378","E02006896",2011,349,129,164,45,11,0
"E33023249","E01033615","E02006896",2011,501,289,166,34,9,3
"E33023249","E01033567","E02006896",2011,501,289,166,34,9,3
"E33023250","E01033616","E02006896",2011,376,173,153,38,9,3
"E33023250","E01033567","E02006896",2011,376,173,153,38,9,3
"E33023251","E01009378","E02006896",2011,306,149,123,28,5,1
"E33023252","E01033639","E02006897",2011,416,177,186,47,5,1
"E33023252","E01033564","E02006897",2011,416,177,186,47,5,1
"E33023253","E01009146","E02006897",2011,476,225,188,54,8,1
"E33023254","E01009143","E02006897",2011,452,188,200,57,5,2
"E33023254","E01033639","E02006897",2011,452,188,200,57,5,2
"E33023255","E01009141","E02006898",2011,477,200,208,56,7,6
"E33023256","E01009141","E02006898",2011,1106,550,449,93,12,2
"E33023256","E01033619","E02006898",2011,1106,550,449,93,12,2
"E33023257","E01033565","E02006898",2011,478,249,185,38,5,1
"E33023258","E01033565","E02006898",2011,417,212,172,31,2,0
"E33023259","E01009141","E02006898",2011,345,143,145,48,7,2
"E33023260","E01033619","E02006898",2011,462,249,164,42,7,0
"E33023261","E01033618","E02006898",2011,279,144,106,25,2,2
"E33023261","E01009141","E02006898",2011,279,144,106,25,2,2
"E33023262","E01033627","E02006898",2011,322,165,118,33,6,0
"E33023262","E01033619","E02006898",2011,322,165,118,33,6,0
"E33023263","E01033623","E02006899",2011,510,256,208,40,4,2
"E33023264","E01033623","E02006899",2011,474,249,190,31,2,2
"E33023264","E01033622","E02006899",2011,474,249,190,31,2,2
"E33023265","E01033622","E02006899",2011,247,139,93,10,4,1
"E33023266","E01009327","E02006900",2011,264,116,110,33,5,0
"E33023266","E01009331","E02006900",2011,264,116,110,33,5,0
"E33023267","E01009200","E02006900",2011,466,244,176,42,4,0
"E33023268","E01009328","E02006900",2011,311,149,120,36,6,0
"E33023268","E01009344","E02006900",2011,311,149,120,36,6,0
"E33023268","E01009333","E02006900",2011,311,149,120,36,6,0
"E33023269","E01009344","E02006900",2011,414,174,185,40,11,4
"E33023269","E01009332","E02006900",2011,414,174,185,40,11,4
"E33023270","E01009200","E02006900",2011,306,133,138,31,3,1
"E33023271","E01009328","E02006900",2011,371,131,173,52,14,1
"E33023271","E01009335","E02006900",2011,371,131,173,52,14,1
"E33023271","E01009327","E02006900",2011,371,131,173,52,14,1
"E33023271","E01009331","E02006900",2011,371,131,173,52,14,1
"E33023272","E01009335","E02006900",2011,614,224,280,96,11,3
"E33023273","E01009340","E02006901",2011,325,138,155,21,9,2
"E33023274","E01009393","E02006901",2011,385,178,140,55,12,0
"E33023275","E01009391","E02006901",2011,301,149,105,41,4,2
"E33023275","E01009393","E02006901",2011,301,149,105,41,4,2
"E33023275","E01033641","E02006901",2011,301,149,105,41,4,2
"E33023276","E01009339","E02006901",2011,378,152,174,41,9,2
"E33023277","E01009382","E02006901",2011,252,99,111,39,1,2
"E33023278","E01033641","E02006901",2011,304,121,146,29,6,2
"E33023279","E01009382","E02006901",2011,310,134,135,35,6,0
"E33023279","E01009392","E02006901",2011,310,134,135,35,6,0
"E33023279","E01009393","E02006901",2011,310,134,135,35,6,0
"E33023280","E01009391","E02006901",2011,284,115,136,29,3,1
